[2026-03-16 16:48:52] [INFO    ] discord.client: logging in using static token
[2026-03-16 16:50:07] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 25, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-16T20:50:06.813000+00:00', 'pinned': False, 'nonce': '6216621653828129138', 'mentions': [{'username': 'seratonin777', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': ['1483135339622301940'], 'premium_since': None, 'pending': False, 'nick': 'Uncle Serotonin', 'mute': False, 'joined_at': '2026-03-13T14:43:36.407000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '929603889077035092', 'global_name': 'Serotonin', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1417311919735308399', 'palette': 'sky', 'label': 'COLLECTIBLES_NAMEPLATE_BONANZA_FIREFLY_MEADOW_NP_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplate_bonanza/firefly_meadow/'}}, 'clan': None, 'avatar_decoration_data': None, 'avatar': '4670ebd6a9126be971ce2754f7e2d495'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1483182184167768114'], 'premium_since': None, 'pending': False, 'nick': 'June', 'mute': False, 'joined_at': '2026-03-16T19:16:29.211000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1483205747410997309', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@929603889077035092> joined the blackjack game with 20 CP! (Bet deducted)', 'components': [], 'channel_type': 0, 'channel_id': '1483198015509500035', 'author': {'username': 'finals', 'public_flags': 0, 'primary_guild': None, 'id': '1483165876864942101', 'global_name': None, 'display_name_styles': None, 'discriminator': '8778', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '06aaf2a387a146acd7249a751d4ee83d'}, 'attachments': [], 'guild_id': '1482026348884262954'}}
[2026-03-16 16:50:07] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-16 16:50:07] [DEBUG   ] discord.client: Dispatching event message
[2026-03-16 16:50:07] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1483198015509500035/messages with {"content":"<@929603889077035092> joined the blackjack game with 20 CP! (Bet deducted)","components":[],"nonce":"6216621653828129138","enforce_nonce":true,"tts":false} has returned 200
[2026-03-16 16:50:07] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1483198015509500035/messages has received {'type': 0, 'content': '<@929603889077035092> joined the blackjack game with 20 CP! (Bet deducted)', 'mentions': [{'id': '929603889077035092', 'username': 'seratonin777', 'avatar': '4670ebd6a9126be971ce2754f7e2d495', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': 2202825, 'global_name': 'Serotonin', 'avatar_decoration_data': None, 'collectibles': {'nameplate': {'sku_id': '1417311919735308399', 'asset': 'nameplates/nameplate_bonanza/firefly_meadow/', 'label': 'COLLECTIBLES_NAMEPLATE_BONANZA_FIREFLY_MEADOW_NP_A11Y', 'palette': 'sky'}}, 'display_name_styles': None, 'banner_color': '#219cc9', 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-03-16T20:50:06.813000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1483205747410997309', 'channel_id': '1483198015509500035', 'author': {'id': '1483165876864942101', 'username': 'finals', 'avatar': '06aaf2a387a146acd7249a751d4ee83d', 'discriminator': '8778', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '6216621653828129138'}
[2026-03-16 16:50:07] [DEBUG   ] discord.client: Dispatching event command_completion
[2026-03-16 16:50:11] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'TYPING_START', 's': 26, 'op': 0, 'd': {'user_id': '929603889077035092', 'timestamp': 1773694211, 'member': {'user': {'username': 'seratonin777', 'public_flags': 0, 'primary_guild': None, 'id': '929603889077035092', 'global_name': 'Serotonin', 'display_name_styles': None, 'display_name': 'Serotonin', 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1417311919735308399', 'palette': 'sky', 'label': 'COLLECTIBLES_NAMEPLATE_BONANZA_FIREFLY_MEADOW_NP_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplate_bonanza/firefly_meadow/'}}, 'bot': False, 'avatar_decoration_data': None, 'avatar': '4670ebd6a9126be971ce2754f7e2d495'}, 'roles': ['1483135339622301940'], 'premium_since': None, 'pending': False, 'nick': 'Uncle Serotonin', 'mute': False, 'joined_at': '2026-03-13T14:43:36.407000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'channel_id': '1483198015509500035', 'guild_id': '1482026348884262954'}}
[2026-03-16 16:50:11] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-16 16:50:11] [DEBUG   ] discord.client: Dispatching event typing
[2026-03-16 16:50:11] [DEBUG   ] discord.client: Dispatching event raw_typing
[2026-03-16 16:50:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 27, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-16T20:50:12.461000+00:00', 'pinned': False, 'nonce': '1483205770370613248', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1483135339622301940'], 'premium_since': None, 'pending': False, 'nick': 'Uncle Serotonin', 'mute': False, 'joined_at': '2026-03-13T14:43:36.407000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1483205771100426383', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '$bjstart', 'components': [], 'channel_type': 0, 'channel_id': '1483198015509500035', 'author': {'username': 'seratonin777', 'public_flags': 0, 'primary_guild': None, 'id': '929603889077035092', 'global_name': 'Serotonin', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1417311919735308399', 'palette': 'sky', 'label': 'COLLECTIBLES_NAMEPLATE_BONANZA_FIREFLY_MEADOW_NP_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplate_bonanza/firefly_meadow/'}}, 'clan': None, 'avatar_decoration_data': None, 'avatar': '4670ebd6a9126be971ce2754f7e2d495'}, 'attachments': [], 'guild_id': '1482026348884262954'}}
[2026-03-16 16:50:13] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-16 16:50:13] [DEBUG   ] discord.client: Dispatching event message
[2026-03-16 16:50:13] [DEBUG   ] discord.client: Dispatching event command
[2026-03-16 16:50:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 28, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-16T20:50:12.757000+00:00', 'pinned': False, 'nonce': '4663064068874230983', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1483182184167768114'], 'premium_since': None, 'pending': False, 'nick': 'June', 'mute': False, 'joined_at': '2026-03-16T19:16:29.211000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1483205772342067321', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': "🃏 Multiplayer Blackjack starting! Dealer's visible card: [5, ?]", 'components': [], 'channel_type': 0, 'channel_id': '1483198015509500035', 'author': {'username': 'finals', 'public_flags': 0, 'primary_guild': None, 'id': '1483165876864942101', 'global_name': None, 'display_name_styles': None, 'discriminator': '8778', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '06aaf2a387a146acd7249a751d4ee83d'}, 'attachments': [], 'guild_id': '1482026348884262954'}}
[2026-03-16 16:50:13] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-16 16:50:13] [DEBUG   ] discord.client: Dispatching event message
[2026-03-16 16:50:13] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1483198015509500035/messages with {"content":"\ud83c\udccf Multiplayer Blackjack starting! Dealer's visible card: [5, ?]","components":[],"nonce":"4663064068874230983","enforce_nonce":true,"tts":false} has returned 200
[2026-03-16 16:50:13] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1483198015509500035/messages has received {'type': 0, 'content': "🃏 Multiplayer Blackjack starting! Dealer's visible card: [5, ?]", 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-03-16T20:50:12.757000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1483205772342067321', 'channel_id': '1483198015509500035', 'author': {'id': '1483165876864942101', 'username': 'finals', 'avatar': '06aaf2a387a146acd7249a751d4ee83d', 'discriminator': '8778', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '4663064068874230983'}
[2026-03-16 16:50:13] [DEBUG   ] discord.http: GET https://discord.com/api/v10/users/929603889077035092 with None has returned 200
[2026-03-16 16:50:13] [DEBUG   ] discord.http: GET https://discord.com/api/v10/users/929603889077035092 has received {'id': '929603889077035092', 'username': 'seratonin777', 'avatar': '4670ebd6a9126be971ce2754f7e2d495', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': 2202825, 'global_name': 'Serotonin', 'avatar_decoration_data': None, 'collectibles': {'nameplate': {'sku_id': '1417311919735308399', 'asset': 'nameplates/nameplate_bonanza/firefly_meadow/', 'label': 'COLLECTIBLES_NAMEPLATE_BONANZA_FIREFLY_MEADOW_NP_A11Y', 'palette': 'sky'}}, 'display_name_styles': None, 'banner_color': '#219cc9', 'clan': None, 'primary_guild': None}
[2026-03-16 16:50:14] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 29, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-16T20:50:13.243000+00:00', 'pinned': False, 'nonce': '8973445745579027909', 'mentions': [{'username': 'seratonin777', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': ['1483135339622301940'], 'premium_since': None, 'pending': False, 'nick': 'Uncle Serotonin', 'mute': False, 'joined_at': '2026-03-13T14:43:36.407000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '929603889077035092', 'global_name': 'Serotonin', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1417311919735308399', 'palette': 'sky', 'label': 'COLLECTIBLES_NAMEPLATE_BONANZA_FIREFLY_MEADOW_NP_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplate_bonanza/firefly_meadow/'}}, 'clan': None, 'avatar_decoration_data': None, 'avatar': '4670ebd6a9126be971ce2754f7e2d495'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1483182184167768114'], 'premium_since': None, 'pending': False, 'nick': 'June', 'mute': False, 'joined_at': '2026-03-16T19:16:29.211000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1483205774380634266', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@929603889077035092>, your hand: [2, 10] (Total: 12)\nType `hit` or `stand`.', 'components': [], 'channel_type': 0, 'channel_id': '1483198015509500035', 'author': {'username': 'finals', 'public_flags': 0, 'primary_guild': None, 'id': '1483165876864942101', 'global_name': None, 'display_name_styles': None, 'discriminator': '8778', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '06aaf2a387a146acd7249a751d4ee83d'}, 'attachments': [], 'guild_id': '1482026348884262954'}}
[2026-03-16 16:50:14] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-16 16:50:14] [DEBUG   ] discord.client: Dispatching event message
[2026-03-16 16:50:14] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1483198015509500035/messages with {"content":"<@929603889077035092>, your hand: [2, 10] (Total: 12)\nType `hit` or `stand`.","components":[],"nonce":"8973445745579027909","enforce_nonce":true,"tts":false} has returned 200
[2026-03-16 16:50:14] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1483198015509500035/messages has received {'type': 0, 'content': '<@929603889077035092>, your hand: [2, 10] (Total: 12)\nType `hit` or `stand`.', 'mentions': [{'id': '929603889077035092', 'username': 'seratonin777', 'avatar': '4670ebd6a9126be971ce2754f7e2d495', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': 2202825, 'global_name': 'Serotonin', 'avatar_decoration_data': None, 'collectibles': {'nameplate': {'sku_id': '1417311919735308399', 'asset': 'nameplates/nameplate_bonanza/firefly_meadow/', 'label': 'COLLECTIBLES_NAMEPLATE_BONANZA_FIREFLY_MEADOW_NP_A11Y', 'palette': 'sky'}}, 'display_name_styles': None, 'banner_color': '#219cc9', 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-03-16T20:50:13.243000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1483205774380634266', 'channel_id': '1483198015509500035', 'author': {'id': '1483165876864942101', 'username': 'finals', 'avatar': '06aaf2a387a146acd7249a751d4ee83d', 'discriminator': '8778', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '8973445745579027909'}
[2026-03-16 16:50:16] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 29.
[2026-03-16 16:50:16] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-03-16 16:50:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 30, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-16T20:50:16.692000+00:00', 'pinned': False, 'nonce': '1483205787231715328', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1483135339622301940'], 'premium_since': None, 'pending': False, 'nick': 'Uncle Serotonin', 'mute': False, 'joined_at': '2026-03-13T14:43:36.407000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1483205788846522639', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'hit', 'components': [], 'channel_type': 0, 'channel_id': '1483198015509500035', 'author': {'username': 'seratonin777', 'public_flags': 0, 'primary_guild': None, 'id': '929603889077035092', 'global_name': 'Serotonin', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1417311919735308399', 'palette': 'sky', 'label': 'COLLECTIBLES_NAMEPLATE_BONANZA_FIREFLY_MEADOW_NP_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplate_bonanza/firefly_meadow/'}}, 'clan': None, 'avatar_decoration_data': None, 'avatar': '4670ebd6a9126be971ce2754f7e2d495'}, 'attachments': [], 'guild_id': '1482026348884262954'}}
[2026-03-16 16:50:17] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-16 16:50:17] [DEBUG   ] discord.client: Dispatching event message
[2026-03-16 16:50:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 31, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-16T20:50:16.999000+00:00', 'pinned': False, 'nonce': '6783945165264595779', 'mentions': [{'username': 'seratonin777', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': ['1483135339622301940'], 'premium_since': None, 'pending': False, 'nick': 'Uncle Serotonin', 'mute': False, 'joined_at': '2026-03-13T14:43:36.407000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '929603889077035092', 'global_name': 'Serotonin', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1417311919735308399', 'palette': 'sky', 'label': 'COLLECTIBLES_NAMEPLATE_BONANZA_FIREFLY_MEADOW_NP_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplate_bonanza/firefly_meadow/'}}, 'clan': None, 'avatar_decoration_data': None, 'avatar': '4670ebd6a9126be971ce2754f7e2d495'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1483182184167768114'], 'premium_since': None, 'pending': False, 'nick': 'June', 'mute': False, 'joined_at': '2026-03-16T19:16:29.211000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1483205790134439986', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@929603889077035092> drew a card. New hand: [2, 10, 10] (Total: 22)', 'components': [], 'channel_type': 0, 'channel_id': '1483198015509500035', 'author': {'username': 'finals', 'public_flags': 0, 'primary_guild': None, 'id': '1483165876864942101', 'global_name': None, 'display_name_styles': None, 'discriminator': '8778', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '06aaf2a387a146acd7249a751d4ee83d'}, 'attachments': [], 'guild_id': '1482026348884262954'}}
[2026-03-16 16:50:17] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-16 16:50:17] [DEBUG   ] discord.client: Dispatching event message
[2026-03-16 16:50:17] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1483198015509500035/messages with {"content":"<@929603889077035092> drew a card. New hand: [2, 10, 10] (Total: 22)","components":[],"nonce":"6783945165264595779","enforce_nonce":true,"tts":false} has returned 200
[2026-03-16 16:50:17] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1483198015509500035/messages has received {'type': 0, 'content': '<@929603889077035092> drew a card. New hand: [2, 10, 10] (Total: 22)', 'mentions': [{'id': '929603889077035092', 'username': 'seratonin777', 'avatar': '4670ebd6a9126be971ce2754f7e2d495', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': 2202825, 'global_name': 'Serotonin', 'avatar_decoration_data': None, 'collectibles': {'nameplate': {'sku_id': '1417311919735308399', 'asset': 'nameplates/nameplate_bonanza/firefly_meadow/', 'label': 'COLLECTIBLES_NAMEPLATE_BONANZA_FIREFLY_MEADOW_NP_A11Y', 'palette': 'sky'}}, 'display_name_styles': None, 'banner_color': '#219cc9', 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-03-16T20:50:16.999000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1483205790134439986', 'channel_id': '1483198015509500035', 'author': {'id': '1483165876864942101', 'username': 'finals', 'avatar': '06aaf2a387a146acd7249a751d4ee83d', 'discriminator': '8778', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '6783945165264595779'}
[2026-03-16 16:50:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 32, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-16T20:50:17.221000+00:00', 'pinned': False, 'nonce': '4669111498973746955', 'mentions': [{'username': 'seratonin777', 'public_flags': 0, 'primary_guild': None, 'member': {'roles': ['1483135339622301940'], 'premium_since': None, 'pending': False, 'nick': 'Uncle Serotonin', 'mute': False, 'joined_at': '2026-03-13T14:43:36.407000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '929603889077035092', 'global_name': 'Serotonin', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1417311919735308399', 'palette': 'sky', 'label': 'COLLECTIBLES_NAMEPLATE_BONANZA_FIREFLY_MEADOW_NP_A11Y', 'expires_at': None, 'asset': 'nameplates/nameplate_bonanza/firefly_meadow/'}}, 'clan': None, 'avatar_decoration_data': None, 'avatar': '4670ebd6a9126be971ce2754f7e2d495'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1483182184167768114'], 'premium_since': None, 'pending': False, 'nick': 'June', 'mute': False, 'joined_at': '2026-03-16T19:16:29.211000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1483205791065309207', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@929603889077035092> busted! 💥', 'components': [], 'channel_type': 0, 'channel_id': '1483198015509500035', 'author': {'username': 'finals', 'public_flags': 0, 'primary_guild': None, 'id': '1483165876864942101', 'global_name': None, 'display_name_styles': None, 'discriminator': '8778', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '06aaf2a387a146acd7249a751d4ee83d'}, 'attachments': [], 'guild_id': '1482026348884262954'}}
[2026-03-16 16:50:17] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-16 16:50:17] [DEBUG   ] discord.client: Dispatching event message
[2026-03-16 16:50:17] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1483198015509500035/messages with {"content":"<@929603889077035092> busted! \ud83d\udca5","components":[],"nonce":"4669111498973746955","enforce_nonce":true,"tts":false} has returned 200
[2026-03-16 16:50:17] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1483198015509500035/messages has received {'type': 0, 'content': '<@929603889077035092> busted! 💥', 'mentions': [{'id': '929603889077035092', 'username': 'seratonin777', 'avatar': '4670ebd6a9126be971ce2754f7e2d495', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': 2202825, 'global_name': 'Serotonin', 'avatar_decoration_data': None, 'collectibles': {'nameplate': {'sku_id': '1417311919735308399', 'asset': 'nameplates/nameplate_bonanza/firefly_meadow/', 'label': 'COLLECTIBLES_NAMEPLATE_BONANZA_FIREFLY_MEADOW_NP_A11Y', 'palette': 'sky'}}, 'display_name_styles': None, 'banner_color': '#219cc9', 'clan': None, 'primary_guild': None}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-03-16T20:50:17.221000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1483205791065309207', 'channel_id': '1483198015509500035', 'author': {'id': '1483165876864942101', 'username': 'finals', 'avatar': '06aaf2a387a146acd7249a751d4ee83d', 'discriminator': '8778', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '4669111498973746955'}
[2026-03-16 16:50:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 33, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-16T20:50:17.436000+00:00', 'pinned': False, 'nonce': '12944106666018859542', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1483182184167768114'], 'premium_since': None, 'pending': False, 'nick': 'June', 'mute': False, 'joined_at': '2026-03-16T19:16:29.211000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1483205791967215792', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': "Dealer's hand revealed: [5, 10] (Total: 15)", 'components': [], 'channel_type': 0, 'channel_id': '1483198015509500035', 'author': {'username': 'finals', 'public_flags': 0, 'primary_guild': None, 'id': '1483165876864942101', 'global_name': None, 'display_name_styles': None, 'discriminator': '8778', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '06aaf2a387a146acd7249a751d4ee83d'}, 'attachments': [], 'guild_id': '1482026348884262954'}}
[2026-03-16 16:50:18] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-16 16:50:18] [DEBUG   ] discord.client: Dispatching event message
[2026-03-16 16:50:18] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1483198015509500035/messages with {"content":"Dealer's hand revealed: [5, 10] (Total: 15)","components":[],"nonce":"12944106666018859542","enforce_nonce":true,"tts":false} has returned 200
[2026-03-16 16:50:18] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1483198015509500035/messages has received {'type': 0, 'content': "Dealer's hand revealed: [5, 10] (Total: 15)", 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-03-16T20:50:17.436000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1483205791967215792', 'channel_id': '1483198015509500035', 'author': {'id': '1483165876864942101', 'username': 'finals', 'avatar': '06aaf2a387a146acd7249a751d4ee83d', 'discriminator': '8778', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '12944106666018859542'}
[2026-03-16 16:50:18] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 34, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-16T20:50:17.623000+00:00', 'pinned': False, 'nonce': '2753372959888107378', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1483182184167768114'], 'premium_since': None, 'pending': False, 'nick': 'June', 'mute': False, 'joined_at': '2026-03-16T19:16:29.211000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1483205792751423640', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Dealer draws a card: [5, 10, 1] (Total: 16)', 'components': [], 'channel_type': 0, 'channel_id': '1483198015509500035', 'author': {'username': 'finals', 'public_flags': 0, 'primary_guild': None, 'id': '1483165876864942101', 'global_name': None, 'display_name_styles': None, 'discriminator': '8778', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '06aaf2a387a146acd7249a751d4ee83d'}, 'attachments': [], 'guild_id': '1482026348884262954'}}
[2026-03-16 16:50:18] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-16 16:50:18] [DEBUG   ] discord.client: Dispatching event message
[2026-03-16 16:50:18] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1483198015509500035/messages with {"content":"Dealer draws a card: [5, 10, 1] (Total: 16)","components":[],"nonce":"2753372959888107378","enforce_nonce":true,"tts":false} has returned 200
